Canton (-) / District (>>) / Commune (......);Nationalit? - Total;Suisse;Albanie;Allemagne;France;Royaume-Uni;Italie;Autriche;Portugal;Espagne;Turquie;Kosovo
......4082 Wohlen (AG);15446;9649;2;664;16;25;1390;53;373;150;343;948
......4083 Zufikon;4376;3505;0;221;7;8;122;26;59;35;81;107
......4084 Islisberg;617;541;0;45;0;1;12;1;2;0;0;0
>> Bezirk Brugg;49087;37598;11;2432;92;123;1591;248;654;208;830;1364
......4091 Auenstein;1556;1419;0;64;1;3;17;6;3;2;5;0
......4092 Birr;4369;2369;1;215;10;9;277;40;56;31;123;361
......4093 Birrhard;673;588;0;33;1;3;17;2;1;1;1;6
......4094 B?zen;726;601;0;35;0;0;8;6;4;3;0;9
......4095 Brugg;11104;8068;4;577;21;39;374;54;133;53;264;427
......4096 Effingen;598;528;0;41;0;1;2;2;0;1;0;0
......4097 Elfingen;277;242;0;25;0;3;1;0;0;1;0;1
......4099 Habsburg;406;372;0;32;0;0;2;0;0;0;0;0
......4100 Hausen (AG);3382;2626;1;127;2;1;174;11;53;10;50;100
......4104 Lupfig;2284;1872;0;102;4;8;107;10;8;20;36;21
......4105 Mandach;308;299;0;7;1;0;0;0;0;0;0;0
......4106 M?nthal;389;345;0;20;0;1;8;1;3;0;0;0
......4107 M?lligen;1039;891;0;59;5;4;12;4;7;4;1;13
......4110 Remigen;1047;891;0;65;1;4;12;0;18;2;0;7
......4111 Riniken;1487;1229;0;57;1;2;21;12;32;3;26;43
......4112 R?fenach;873;752;0;35;1;1;2;14;27;1;0;6
......4113 Scherz;637;576;0;31;2;1;8;2;1;1;0;0
......4114 Schinznach-Bad;1226;857;0;88;0;5;33;6;5;3;35;58
......4117 Thalheim (AG);797;747;0;28;0;3;4;0;0;0;0;0
......4120 Veltheim (AG);1422;1190;1;85;4;3;25;4;16;5;10;13
......4121 Villigen;2008;1473;0;127;9;19;65;8;111;5;4;33
......4122 Villnachern;1535;1314;4;48;3;1;36;4;13;15;12;28
......4123 Windisch;7148;5054;0;345;22;9;335;41;100;27;259;225
......4124 B?zberg;1558;1407;0;71;3;3;10;11;5;4;0;3
......4125 Schinznach;2238;1888;0;115;1;0;41;10;58;16;4;10
>> Bezirk Kulm;39323;29592;8;1462;34;40;1134;185;230;178;968;1715
......4131 Beinwil am See;3019;2681;0;127;9;7;23;15;7;7;2;50
......4132 Birrwil;1064;944;0;60;1;3;12;6;1;1;0;0
......4133 Burg (AG);979;631;1;35;1;2;64;3;11;5;41;94
......4134 D?rren?sch;1208;1082;0;50;2;1;3;6;2;2;11;8
......4135 Gontenschwil;2040;1706;0;67;1;2;33;6;4;8;27;36
......4136 Holziken;1293;1077;0;34;0;0;29;8;17;2;4;45
......4137 Leimbach (AG);472;410;0;11;0;0;6;1;0;0;2;18
......4138 Leutwil;758;708;0;23;0;0;2;2;2;1;0;1
......4139 Menziken;5780;3603;4;250;4;2;269;26;78;76;236;389
......4140 Oberkulm;2603;2023;0;85;1;4;46;22;22;0;127;72
......4141 Reinach (AG);8153;4999;2;304;5;11;372;33;38;35;260;728
......4142 Schlossrued;814;755;0;21;0;3;5;3;0;0;1;0
......4143 Schmiedrued;1181;1069;0;37;0;0;15;4;0;8;0;27
......4144 Sch?ftland;4162;3458;0;138;3;4;177;26;43;20;28;104
......4145 Teufenthal (AG);1564;1193;1;82;5;0;34;9;0;3;20;24
......4146 Unterkulm;2920;2091;0;93;2;1;27;6;2;8;206;92
......4147 Zetzwil;1313;1162;0;45;0;0;17;9;3;2;3;27
>> Bezirk Laufenburg;30884;25391;2;2029;44;37;835;88;165;87;177;648
......4161 Eiken;2208;1782;0;141;0;2;64;8;10;7;9;58
......4163 Frick;5177;3911;2;268;8;12;207;16;12;19;89;222
......4164 Gansingen;993;922;0;38;0;0;10;2;4;1;1;0
......4165 Gipf-Oberfrick;3547;3102;0;185;4;2;54;11;9;11;5;33
......4166 Herznach;1405;1226;0;75;1;4;10;1;0;6;1;34
......4167 Hornussen;916;752;0;62;0;2;30;3;2;5;8;22
......4169 Kaisten;2573;2196;0;131;3;2;74;7;6;4;5;62
......4170 Laufenburg;3330;2284;0;372;6;1;219;5;93;15;48;110
......4172 M?nchwilen (AG);910;722;0;83;2;0;30;3;5;4;3;4
......4173 Oberhof;594;548;0;29;0;0;1;3;0;1;0;0
......4175 Oeschgen;923;826;0;34;1;1;24;2;3;1;1;8
......4176 Schwaderloch;660;524;0;76;0;4;5;3;0;2;0;18
......4177 Sisseln;1517;1177;0;165;6;0;48;11;2;2;5;33
......4179 Ueken;881;759;0;47;5;1;20;1;2;2;0;10
......4181 Wittnau;1216;1080;0;64;1;0;21;2;6;5;0;3
......4182 W?lflinswil;990;918;0;41;1;0;4;2;6;0;0;2
......4183 Zeihen;1124;967;0;94;4;1;4;2;2;2;2;12
......4184 Mettauertal;1920;1695;0;124;2;5;10;6;3;0;0;17
>> Bezirk Lenzburg;57487;45148;14;2477;103;115;2638;213;666;231;1132;1202
......4191 Ammerswil;701;604;0;43;1;0;14;2;11;3;0;2
......4192 Boniswil;1439;1248;0;66;1;4;41;6;6;1;19;8
......4193 Brunegg;707;571;0;46;0;0;32;3;4;3;2;11
......4194 Dintikon;2150;1636;5;92;7;10;132;6;25;9;24;89
......4195 Egliswil;1328;1216;0;47;0;1;8;2;4;1;2;11
......4196 Fahrwangen;1992;1581;0;93;9;0;102;9;13;9;37;37
......4197 Hallwil;796;650;0;52;2;3;23;15;7;1;2;7
......4198 Hendschiken;1141;947;0;59;2;0;28;7;14;1;6;23
......4199 Holderbank (AG);1101;789;0;60;4;3;60;1;17;7;21;32
......4200 Hunzenschwil;3696;2669;3;131;2;3;247;14;80;13;116;140
......4201 Lenzburg;8909;6451;5;396;19;28;636;30;165;47;219;191
......4202 Meisterschwanden;2748;2314;0;158;2;9;99;18;18;6;14;15
......4203 M?riken-Wildegg;4342;3471;0;128;5;6;189;16;36;17;73;110
......4204 Niederlenz;4478;3224;0;235;6;3;242;15;35;10;165;90
......4205 Othmarsingen;2632;1968;0;154;4;3;102;6;48;11;65;65
......4206 Rupperswil;5063;4060;0;210;8;13;205;16;19;39;79;119
......4207 Schafisheim;2868;2358;0;95;14;0;136;9;14;7;53;49
......4208 Seengen;3776;3350;0;180;4;13;34;11;13;9;10;27
......4209 Seon;4869;3713;0;173;10;12;162;18;66;30;211;153
......4210 Staufen;2751;2328;1;59;3;4;146;9;71;7;14;23
>> Bezirk Muri;34285;28732;5;1468;34;49;638;136;403;131;126;726
......4221 Abtwil;966;850;0;68;0;1;12;5;1;2;4;11
......4222 Aristau;1402;1184;0;80;1;0;25;6;21;2;2;23
......4223 Auw;1907;1618;0;92;6;4;19;4;30;6;8;15
......4224 Beinwil (Freiamt);1098;986;0;47;3;0;4;1;5;4;0;3
......4226 Besenb?ren;601;556;0;15;0;0;11;1;2;2;0;0
......4227 Bettwil;534;486;0;34;0;0;3;1;0;0;1;0
......4228 Boswil;2681;2203;0;122;1;2;56;17;45;20;7;53
......4229 B?nzen;1015;894;0;46;0;2;9;3;21;7;4;4
......4230 Buttwil;1160;1069;0;49;0;2;6;3;2;1;2;0
......4231 Dietwil;1279;1114;0;82;0;1;25;6;8;3;0;1
......4232 Geltwil;190;158;0;12;0;1;1;0;0;0;0;0
......4233 Kallern;318;297;4;5;0;0;5;1;0;0;0;0
......4234 Merenschwand;3422;2816;0;120;3;2;71;15;25;18;13;76
......4235 M?hlau;1015;886;0;41;1;0;7;8;4;5;2;10
......4236 Muri (AG);7477;5842;1;277;7;5;245;27;122;29;21;354
......4237 Oberr?ti;1477;1288;0;64;0;0;17;4;16;5;0;4
......4238 Rottenschwil;809;718;0;27;0;1;7;2;17;0;6;6
......4239 Sins;4216;3415;0;154;12;17;51;17;78;25;40;128
......4240 Waltenschwil;2718;2352;0;133;0;11;64;15;6;2;16;38
>> Bezirk Rheinfelden;46559;35157;1;3987;122;174;1851;184;443;248;684;793
......4251 Hellikon;796;759;0;21;1;0;6;1;1;0;2;1
......4252 Kaiseraugst;5571;4019;0;412;17;15;381;35;79;40;95;86
......4253 Magden;3883;3314;0;255;10;41;58;19;17;5;26;12
......4254 M?hlin;10746;8145;0;732;25;26;592;31;58;93;112;244
......4255 Mumpf;1340;968;0;151;0;6;19;7;6;2;8;39
......4256 Obermumpf;1020;891;0;77;1;0;11;1;4;2;2;15
......4257 Olsberg;366;322;0;28;1;3;2;0;0;1;0;0
......4258 Rheinfelden;12897;8877;1;1406;48;61;525;59;236;82;381;185
......4259 Schupfart;757;692;0;41;4;0;4;1;0;0;0;1
......4260 Stein (AG);3120;1870;0;489;6;5;155;20;22;7;51;165
......4261 Wallbach;1884;1648;0;140;1;8;34;3;15;8;0;0
......4262 Wegenstetten;1056;959;0;23;2;6;11;2;1;2;0;19
......4263 Zeiningen;2264;1930;0;152;5;3;44;5;4;6;2;26
......4264 Zuzgen;859;763;0;60;1;0;9;0;0;0;5;0
>> Bezirk Zofingen;68295;52523;12;2541;72;34;2839;232;1199;405;1287;1769
......4271 Aarburg;7567;4327;0;313;14;5;573;35;335;86;430;345
......4272 Attelwil;276;270;0;2;0;0;0;2;0;1;0;0
......4273 Bottenwil;798;736;0;33;0;0;3;3;5;1;0;0
......4274 Brittnau;3808;3437;0;114;5;1;59;16;54;5;2;25
......4275 Kirchleerau;833;757;0;33;0;0;1;2;0;2;0;9
......4276 K?lliken;4303;3490;0;124;14;3;220;15;22;17;36;89
......4277 Moosleerau;923;781;0;23;0;1;22;0;7;8;10;25
......4279 Murgenthal;2876;2350;2;101;1;2;59;11;12;4;32;101
......4280 Oftringen;13210;8776;10;553;9;4;762;45;303;131;437;622
......4281 Reitnau;1262;1126;0;46;0;0;4;1;11;3;0;14
......4282 Rothrist;8515;6746;0;219;8;6;355;17;94;43;130;183
......4283 Safenwil;3604;2922;0;123;0;2;98;14;30;6;35;128
......4284 Staffelbach;1065;978;0;38;0;0;15;4;2;2;0;1
......4285 Strengelbach;4656;3478;0;192;6;2;274;20;131;34;37;105
......4286 Uerkheim;1347;1229;0;45;0;0;15;3;4;4;0;6
......4287 Vordemwald;1877;1765;0;45;1;2;22;3;7;0;3;0
......4288 Wiliberg;165;163;0;0;0;0;0;0;1;0;0;0
......4289 Zofingen;11210;9192;0;537;14;6;357;41;181;58;135;116
>> Bezirk Zurzach;32891;23602;5;2631;40;83;1186;204;766;98;528;1443
......4301 Baldingen;266;245;0;12;0;0;1;4;0;0;0;0
......4302 B?bikon;171;154;0;11;0;0;0;0;0;2;0;0
......4303 B?ttstein;3791;2236;0;179;3;4;296;26;134;9;165;295
......4304 D?ttingen;3822;2291;0;249;0;2;305;16;186;12;142;284
......4305 Endingen;2418;2003;0;122;5;9;25;26;44;4;0;74
......4306 Fisibach;417;335;0;30;0;0;1;3;18;1;0;0
......4307 Full-Reuenthal;835;730;0;65;4;1;5;5;6;1;0;8
......4308 Kaiserstuhl;404;294;0;64;1;1;9;2;0;2;0;1
......4309 Klingnau;3263;2355;0;328;1;7;120;11;68;6;45;126
......4310 Koblenz;1604;948;4;186;2;3;48;19;51;7;29;105
......4311 Leibstadt;1325;901;0;161;3;0;11;8;19;8;9;157
......4312 Lengnau (AG);2651;2249;0;116;0;21;44;12;9;8;2;87
......4313 Leuggern;2123;1749;0;138;2;11;60;15;17;7;14;30
......4314 Mellikon;241;205;0;8;0;0;7;0;4;2;0;4
......4315 Rekingen (AG);990;675;0;110;1;0;33;5;24;0;3;59
......4316 Rietheim;728;463;0;92;3;0;30;5;25;2;30;26
......4317 R?mikon;274;196;0;54;0;0;3;1;3;1;1;0
......4318 Schneisingen;1310;1184;0;58;0;12;9;9;0;1;0;0
......4319 Siglistorf;644;519;0;63;3;0;9;0;8;2;0;16
......4320 Tegerfelden;1137;968;0;67;1;0;15;3;12;1;4;13
......4322 Wislikofen;338;300;0;23;0;0;0;1;0;0;0;0
......4323 Bad Zurzach;4139;2602;1;495;11;12;155;33;138;22;84;158
- Thurgau;263733;200849;28;20810;224;264;8937;1723;4557;1316;2778;2701
>> Bezirk Arbon;54281;40202;7;3076;35;49;1976;579;1054;347;1020;647
......4401 Arbon;14128;9755;1;954;9;14;669;244;202;149;341;235
......4406 Dozwil;686;591;0;31;0;1;4;3;24;0;0;1
......4411 Egnach;4534;3935;0;195;3;11;114;31;41;10;11;9
......4416 Hefenhofen;1234;1060;0;67;2;1;38;8;11;0;1;5
......4421 Horn;2594;2138;0;165;3;1;98;36;56;20;12;5
......4426 Kesswil;999;831;0;71;3;0;20;8;18;2;1;0
......4431 Roggwil (TG);2908;2595;0;140;0;7;59;24;7;8;3;0
......4436 Romanshorn;10659;7368;1;697;7;11;324;100;275;63;373;103
......4441 Salmsach;1395;1018;0;61;1;0;44;10;35;8;44;11
......4446 Sommeri;521;470;0;18;1;0;4;1;6;0;0;0
......4451 Uttwil;1809;1476;1;196;1;0;35;17;11;3;1;12
......4461 Amriswil;12814;8965;4;481;5;3;567;97;368;84;233;266
>> Bezirk Frauenfeld;64770;52102;5;3237;42;75;2154;290;1946;340;290;652
......4536 Basadingen-Schlattingen;1794;1544;0;78;1;0;17;9;25;4;0;24
......4545 Diessenhofen;3621;2393;1;247;2;8;197;11;256;32;27;93
......4546 Schlatt (TG);1629;1425;0;74;2;1;24;11;33;7;1;6
......4561 Felben-Wellhausen;2660;2147;3;116;5;0;128;8;67;23;7;27
......4566 Frauenfeld;24578;18780;1;906;11;26;1174;114;1178;170;197;326
......4571 Gachnang;3743;3227;0;139;5;9;126;18;39;7;4;14
......4590 H?ttlingen;841;760;0;26;1;1;5;3;2;2;0;1
......4591 Matzingen;2604;1968;0;109;0;0;112;6;105;11;14;47
......4601 Neunforn;932;872;0;21;1;1;2;3;1;0;0;1
......4606 Stettfurt;1163;1075;0;46;0;6;2;10;7;2;0;1
......4611 Thundorf;1416;1304;0;52;2;3;14;3;8;2;0;6
......4616 Uesslingen-Buch;1085;1012;0;36;0;0;1;2;4;0;1;0
......4621 Warth-Weiningen;1237;1123;0;57;0;0;11;4;7;3;4;0
......4801 Berlingen;849;649;0;145;0;2;18;6;4;0;2;0
......4806 Eschenz;1697;1403;0;142;1;3;27;13;23;1;0;9
......4811 Herdern;987;902;0;33;0;0;5;1;2;0;0;0
......4816 Homburg;1507;1402;0;69;0;0;10;5;6;3;0;0
......4821 H?ttwilen;1632;1487;0;79;0;6;7;6;19;1;0;0
......4826 Mammern;612;450;0;67;0;0;3;5;50;3;0;8
......4831 M?llheim;2900;2419;0;165;2;1;65;10;14;2;17;35
......4841 Pfyn;1952;1683;0;68;0;4;38;10;31;22;0;28
......4864 Steckborn;3664;2731;0;418;6;3;157;21;36;44;9;14
......4871 Wagenhausen;1667;1346;0;144;3;1;11;11;29;1;7;12
>> Bezirk Kreuzlingen;46001;27930;8;10173;84;68;1948;388;390;277;637;525
......4641 Altnau;2114;1710;0;264;2;1;52;10;5;11;3;0
......4643 Bottighofen;2115;1481;0;473;1;1;49;21;4;10;6;5
......4646 Ermatingen;3167;2251;1;635;4;2;74;27;39;18;9;1
......4651 Gottlieben;303;181;0;104;1;0;6;2;3;0;0;0
......4656 G?ttingen;1555;1261;0;174;1;0;16;10;7;4;1;7
......4666 Kemmental;2358;1933;0;247;0;2;45;12;7;1;1;33
......4671 Kreuzlingen;21290;9885;3;5789;53;42;1368;213;259;163;572;434
......4681 Langrickenbach;1269;1077;0;146;2;1;6;6;4;1;2;0
......4683 Lengwil;1568;1195;0;235;2;2;60;9;3;9;1;10
......4691 M?nsterlingen;3177;1954;0;725;7;3;82;27;19;22;18;31
......4696 T?gerwilen;4336;2789;4;1005;4;7;166;27;35;27;23;3
......4701 W?ldi;1039;873;0;99;4;3;11;9;4;2;1;0
......4846 Raperswilen;411;370;0;19;0;0;2;1;1;0;0;0
......4851 Salenstein;1299;970;0;258;3;4;11;14;0;9;0;1
>> Bezirk M?nchwilen;45112;37268;5;1688;34;35;1763;231;350;147;440;334
......4551 Aadorf;8599;7227;0;337;5;7;315;39;66;10;46;62
......4716 Bettwiesen;1131;882;1;68;0;1;47;10;10;2;4;10
......4721 Bichelsee-Balterswil;2785;2464;0;119;1;2;40;20;7;4;12;10
......4723 Braunau;760;690;1;36;0;0;5;0;0;0;0;5
......4724 Eschlikon;4228;3673;0;174;4;2;108;21;24;6;16;4
......4726 Fischingen;2592;2387;0;88;3;1;10;11;13;8;2;8
......4741 Lommis;1198;1047;0;43;0;2;30;4;27;0;1;1
......4746 M?nchwilen (TG);5165;4069;2;190;5;6;368;16;32;50;129;26
......4751 Rickenbach (TG);2736;1803;1;115;2;5;165;13;39;24;51;67
......4761 Sirnach;7551;5822;0;260;7;4;394;41;94;25;120;71
......4776 Tobel-T?gerschen;1510;1293;0;48;0;1;46;17;11;2;2;14
......4781 W?ngi;4490;3803;0;155;5;2;120;21;23;10;54;53
......4786 Wilen (TG);2367;2108;0;55;2;2;115;18;4;6;3;3
>> Bezirk Weinfelden;53569;43347;3;2636;29;37;1096;235;817;205;391;543
......4471 Bischofszell;5816;4329;0;268;2;2;101;31;289;21;37;115
......4476 Erlen;3512;2603;0;228;0;6;133;20;54;14;19;54
......4486 Hauptwil-Gottshaus;1919;1729;0;83;4;0;25;8;14;2;1;0
......4495 Hohentannen;619;556;0;25;0;0;2;3;2;0;0;0
......4501 Kradolf-Sch?nenberg;3532;2704;0;194;2;1;69;14;19;16;9;61
......4506 Sulgen;3663;2770;1;180;1;1;66;19;30;3;52;105
......4511 Zihlschlacht-Sitterdorf;2231;1963;0;100;2;1;10;12;41;4;3;0
......4711 Affeltrangen;2467;2088;0;89;1;0;50;10;42;2;3;9
......4756 Sch?nholzerswilen;803;736;0;28;1;0;2;3;0;2;0;0
......4791 Wuppenau;1126;1050;0;32;0;0;21;3;0;0;4;0
......4881 Amlikon-Bissegg;1304;1175;0;65;0;3;7;4;4;4;3;3
......4891 Berg (TG);3282;2835;1;208;3;11;25;16;6;8;9;17
......4901 Birwinken;1349;1216;0;68;0;1;11;6;1;0;3;0
......4911 B?rglen (TG);3598;2623;0;204;2;0;73;9;49;10;114;41
......4921 Bussnang;2222;1932;0;139;1;2;16;8;17;12;6;0
......4941 M?rstetten;2752;2401;0;156;3;2;32;6;16;3;2;11
......4946 Weinfelden;11039;8660;1;434;7;5;412;58;169;101;125;127
......4951 Wigoltingen;2335;1977;0;135;0;2;41;5;64;3;1;0
- Ticino;350363;253633;67;3525;916;698;58218;478;8237;1773;883;1603
>> Distretto di Bellinzona;50803;37306;6;133;45;26;8217;33;1543;241;225;279
......5001 Arbedo-Castione;4703;3324;0;7;4;1;863;2;168;10;19;26
......5002 Bellinzona;18131;12646;3;52;24;10;3192;14;562;105;104;136
......5003 Cadenazzo;2654;1639;0;7;2;0;472;0;213;11;13;29
......5004 Camorino;2741;2272;0;2;1;0;344;2;31;8;7;7
......5005 Giubiasco;8618;6231;0;25;3;7;1526;5;219;61;48;61
......5006 Gnosca;724;643;0;2;1;0;49;0;10;2;0;1
......5007 Gorduno;765;648;1;1;0;1;97;0;7;1;0;0
......5008 Gudo;837;678;0;3;1;0;107;0;20;3;0;0
......5009 Isone;394;360;0;0;1;0;22;0;7;0;0;0
......5010 Lumino;1404;1170;2;4;0;0;134;1;19;12;0;14
......5012 Moleno;127;103;0;0;0;0;17;0;4;1;0;0
......5013 Monte Carasso;2796;2224;0;7;4;0;381;1;58;6;17;2
......5014 Pianezzo;586;530;0;8;0;1;34;0;0;1;0;0
......5015 Preonzo;615;550;0;2;0;0;33;1;13;1;0;1
......5017 Sant'Antonino;2371;1714;0;1;2;3;424;1;111;9;12;0
......5018 Sant'Antonio;231;208;0;6;0;0;16;1;0;0;0;0
......5019 Sementina;3106;2366;0;6;2;3;506;5;101;10;5;2
>> Distretto di Blenio;5653;5140;0;12;5;4;270;2;112;6;0;5
......5048 Acquarossa;1851;1624;0;4;2;2;114;0;58;2;0;4
......5049 Blenio;1726;1615;0;6;0;0;70;0;12;3;0;1
......5050 Serravalle;2076;1901;0;2;3;2;86;2;42;1;0;0
>> Distretto di Leventina;9412;6788;3;34;10;7;1363;18;477;50;45;51
......5061 Airolo;1570;1195;0;2;2;0;182;0;116;10;5;4
......5063 Bedretto;103;85;0;0;0;0;16;0;2;0;0;0
......5064 Bodio;1030;501;3;2;0;0;251;2;87;19;8;40
......5071 Dalpe;196;174;0;1;0;0;16;0;1;0;0;0
......5072 Faido;2958;2295;0;14;4;2;306;14;85;10;31;3
......5073 Giornico;872;617;0;3;0;0;139;0;50;2;0;1
......5076 Personico;349;272;0;6;0;0;39;0;25;0;1;0
......5077 Pollegio;762;450;0;2;2;0;200;1;73;6;0;3
......5078 Prato (Leventina);415;304;0;0;0;0;51;1;16;0;0;0
......5079 Quinto;1077;819;0;3;1;5;163;0;21;2;0;0
......5081 Sobrio;80;76;0;1;1;0;0;0;1;1;0;0
>> Distretto di Locarno;63440;47910;12;1359;162;76;7471;148;1864;482;69;82
......5091 Ascona;5429;3893;0;276;28;13;574;23;227;41;4;2
......5095 Brione (Verzasca);190;178;0;1;0;0;4;0;0;0;0;0
......5096 Brione sopra Minusio;523;426;0;24;5;4;41;1;15;1;0;0
......5097 Brissago;1800;1442;0;94;5;6;117;8;49;4;1;0
......5102 Corippo;13;12;0;0;0;0;1;0;0;0;0;0
......5105 Frasco;104;102;0;0;0;0;1;0;0;0;0;0
......5108 Gordola;4530;3668;2;45;7;3;485;7;106;25;2;10
......5109 Gresso;41;41;0;0;0;0;0;0;0;0;0;0
......5112 Lavertezzo;1293;1004;1;8;3;0;128;1;30;7;1;5
......5113 Locarno;15803;10442;2;203;29;10;2526;29;747;209;49;23
......5115 Losone;6534;5062;0;72;11;2;828;9;198;35;4;0
......5117 Mergoscia;217;193;0;11;1;1;10;0;0;0;0;0
......5118 Minusio;7255;5555;4;189;26;9;810;26;139;81;1;6
......5119 Mosogno;51;47;0;0;0;0;0;0;1;0;0;0
......5120 Muralto;2778;1981;0;70;11;8;321;4;72;30;3;3
......5121 Orselina;754;603;0;53;2;6;36;6;6;6;0;1
......5125 Ronco sopra Ascona;630;460;0;56;4;0;45;4;19;0;1;0
......5129 Sonogno;91;87;0;0;0;0;1;0;2;0;0;0
......5131 Tenero-Contra;2786;2075;0;21;3;1;433;5;54;21;2;13
......5132 Vergeletto;60;57;0;0;0;0;0;1;1;1;0;0
......5135 Vogorno;277;257;0;2;0;0;6;0;3;1;0;0
......5136 Onsernone;246;233;0;0;0;0;4;0;0;0;0;0
......5137 Isorno;317;285;0;9;0;0;10;0;2;0;0;0
......5138 Cugnasco-Gerra;2887;2463;0;24;5;4;237;2;67;7;1;17
......5396 Terre di Pedemonte;2609;2294;0;61;9;5;142;9;16;3;0;0
......5397 Centovalli;1162;1050;0;21;2;0;70;3;2;2;0;0
......5398 Gambarogno;5060;4000;3;119;11;4;641;10;108;8;0;2
>> Distretto di Lugano;150948;103564;34;1620;602;535;29051;231;2752;755;465;799
......5141 Agno;4380;2892;0;43;7;7;983;7;183;20;1;21
......5143 Aranno;340;290;0;11;0;0;28;2;4;0;0;0
......5144 Arogno;1010;866;0;11;0;0;96;5;1;5;0;1
......5146 Astano;306;254;0;7;1;2;35;1;1;0;0;0
......5148 Bedano;1533;1260;0;11;2;1;220;1;11;3;0;1
......5149 Bedigliora;637;557;0;4;1;1;55;0;1;0;0;0
......5151 Bioggio;2571;2038;0;26;7;2;338;5;42;13;4;2
......5154 Bissone;893;541;1;14;1;3;251;1;7;2;0;0
......5160 Brusino Arsizio;489;395;0;5;0;0;65;0;2;0;1;0
......5161 Cademario;745;622;0;7;0;4;68;2;12;1;0;1
......5162 Cadempino;1534;1105;0;6;3;3;322;3;42;3;0;2
......5167 Canobbio;2113;1638;0;22;3;1;330;0;19;6;2;9
......5171 Caslano;4296;3077;0;59;18;9;785;5;89;24;10;25
......5176 Comano;2091;1839;0;17;3;10;170;4;3;6;0;0
......5178 Croglio;900;744;0;15;2;1;93;1;12;3;1;0
......5180 Cureglia;1316;1129;0;6;6;3;135;0;7;4;2;0
......5181 Curio;559;470;0;14;2;1;45;1;4;0;0;0
......5186 Grancia;524;358;0;2;1;1;118;0;20;3;2;0
......5187 Gravesano;1277;1045;0;6;4;5;170;2;10;1;3;1
......5189 Lamone;1777;1045;3;1;5;0;484;1;65;3;10;9
......5192 Lugano;63668;39450;23;718;305;252;14535;92;1356;403;329;458
......5193 Magliaso;1516;1170;0;23;0;2;236;2;29;6;0;0
......5194 Manno;1303;1065;0;6;2;0;174;3;16;2;1;2
......5195 Maroggia;597;405;0;6;1;1;149;2;7;1;3;0
......5196 Massagno;6121;3571;3;50;40;20;1299;16;156;42;37;100
......5197 Melano;1435;1023;0;6;8;2;301;1;31;7;2;1
......5198 Melide;1779;1131;0;33;13;6;429;3;30;5;2;12
......5199 Mezzovico-Vira;1334;1118;0;4;2;1;164;0;19;7;0;0
......5200 Miglieglia;307;258;0;3;4;0;38;1;0;0;0;0
......5202 Monteggio;895;697;0;14;3;1;129;3;4;3;0;0
......5203 Morcote;731;420;0;45;9;16;133;2;17;8;0;0
......5205 Muzzano;839;653;0;9;4;1;109;1;4;7;0;13
......5206 Neggio;334;292;0;3;2;2;19;0;5;0;0;0
......5207 Novaggio;819;720;0;7;2;1;62;1;3;0;5;0
......5208 Origlio;1461;1182;0;22;6;10;180;1;6;1;0;0
......5210 Paradiso;4038;1786;0;47;33;23;1276;7;150;47;4;85
......5212 Ponte Capriasca;1860;1605;0;11;2;2;189;3;16;3;0;0
......5213 Ponte Tresa;796;558;1;8;3;4;155;4;8;13;1;3
......5214 Porza;1623;1237;1;26;5;5;261;3;6;2;0;0
......5216 Pura;1436;1119;0;32;7;4;194;2;10;11;1;0
......5219 Rovio;789;634;0;6;1;2;121;1;7;2;0;0
......5221 Savosa;2205;1443;1;22;9;16;446;2;42;17;5;25
......5222 Sessa;682;549;0;13;2;3;74;1;21;7;0;0
......5225 Sorengo;1928;1161;0;16;14;18;296;0;12;12;5;0
......5226 Capriasca;6493;5782;0;29;6;6;479;12;34;4;10;1
......5227 Torricella-Taverne;3071;2222;0;8;4;0;620;0;56;14;16;7
......5230 Vernate;581;464;0;18;1;1;72;2;5;1;0;2
......5231 Vezia;1961;1478;0;13;3;4;320;1;40;8;3;5
......5233 Vico Morcote;378;207;0;15;3;6;98;4;7;1;1;1
......5236 Collina d'Oro;4670;3184;1;93;37;67;846;11;22;10;2;1
......5237 Alto Malcantone;1400;1294;0;9;2;2;68;0;5;0;1;0
......5238 Monteceneri;4607;3521;0;18;3;3;788;9;93;14;1;11
>> Distretto di Mendrisio;51073;38478;9;287;64;47;9337;28;672;123;50;133
......5242 Balerna;3396;2556;1;12;1;3;600;1;102;7;0;8
......5249 Castel San Pietro;2079;1819;0;7;5;2;206;0;14;0;0;0
......5250 Chiasso;8202;4835;1;28;7;9;2381;5;121;30;11;59
......5251 Coldrerio;2824;2257;2;20;2;2;427;1;24;4;0;16
......5254 Mendrisio;14929;11640;4;112;34;12;2392;12;211;40;18;18
......5257 Morbio Inferiore;4683;3519;0;27;1;1;902;2;80;6;9;22
......5260 Novazzano;2431;2027;0;11;5;0;282;2;17;12;2;0
......5263 Riva San Vitale;2600;2132;0;18;2;5;355;0;25;8;0;0
......5266 Stabio;4540;3488;1;15;2;3;835;0;46;5;9;3
......5268 Vacallo;3388;2421;0;26;2;9;787;1;30;7;1;7
......5269 Breggia;2001;1784;0;11;3;1;170;4;2;4;0;0
>> Distretto di Riviera;13013;9101;3;37;14;0;2155;16;724;66;29;254
......5281 Biasca;6185;4005;1;18;4;0;1156;11;304;31;19;220
......5282 Claro;2807;2320;0;16;3;0;339;1;33;12;4;0
......5283 Cresciano;676;422;2;0;3;0;129;1;74;8;1;0
